,Text,Sentiment
181,"گچه غریب ماندی ای دل! نه غمی، نه غمگساری نه به انتظار یاری، نه ز یار انتظاری غم اگر به کوه گویم بگریزد و بریزد که دگر بدین گرانی نتوان کشید باری #هوشنگ_ابتهاج	SAD
من این ماشین رو تو شگفت انگیز خریدم قبلا به مدت 10 سال از فیلیپس سری 8020 چرخشی استفاده کردم که خراب شد و بعد از بررسی و خوندن نظرات این مدل رو گرفتم که اصلاح اون در قسمت زیر گردن از فیلیپس قبلی بهتر و راحتتر بود پوست صورت اصلا حساسیت نشون نداد ولی صداش نسبت به قبلی یکمی بیشتره که قابل تحمله	OTHER
میشه از آقای مصباح یزدی بدتون بیاد، میشه به ایشان انتقاد داشته باشید، یا نوشتههای ایشان رو نقد کنید ولی با بیان این حرفهای سست فقط سطح آگاهی اندک خودتون رو نشون میدید. بخشی از اسناد ساواک از سوابق مبارزاتی، دستگیری و همراهی ایشون با امام. از سال ۴۵ تا پیروزی انقلاب.	OTHER
خیلی بوش عالیه تو پیشنهاد شگفت انگیز  عالیه	HAPPY
برای مدت طولانی از کسی متنفر نباشید، چون تنفر تبدیل به نقطه ضعفتان میشود. یاد بگیرید فرد را از دایره مورد نظر توجه تان خارج کنید. زیگموند فروید	HATE
بوشو خیلی دوست دارم ولی چون تازه گرفتم در مورد ماندگاریش نمیتونم نظر بدم	HAPPY
آفرین احسنت دل خانواده ی شهید رو شاد کردی	HAPPY
آیدا نوشته آرایشگاه برای کوتاهی مو دویست تومن میگیره و ما هی داریم به دکترا فحش میدیم. راست میگه واقعا آدمیزاد فکر میکنه مریضیش نباید به کسی سودی برسونه ولی برای خوشگلیش بدون اعتراض میلیونی خرج میکنه.	OTHER
ارزش خرید نداره اصلا نخرید آدمو از ساز دهنی متنفر میکنه اصلا صداش در نمیاد نفس فیل میخواد که صداشو دربیاره	HATE
در طول روز حداقل ۵ نفر منو آنفالو میکنن هی داره از محبوبیتم کم میشه اینجوری پیش بره میترسم فالوورا علیهم قیام کنن صفحرو بگیرن.	FEAR
من میترسم چون من نمیتونم به نبودنت عادت کنم و شاید تو بتونی.	FEAR
با فامیلمون شرط بستم گاو با رنگ قرمز وحشی نمیشه اگه شد بازنده کل فامیلو پیتزا بده. خلاصه رفتیم گاو گیر آوردیم فامیلمون ست قرمز کرده بود جلو گاوه هی بالا پایین میپرید گاوه هم انگار نه انگار الان 24 ساعته با گاوه داره صحبت می کنه پیشرفتش خوب بوده گاوه داری سعی میکنه فارسی حرف بزنه	OTHER
اگه مردا متوجه بودن باید ناراحت میشدن ..این توهین به همه ی مرداست که میگن مرد با موی زن تحریک میشه	SAD
همین چهره هایی گرفته و غمگین بهترین مدرک شکست این پروژه است.	SAD
 قلم فوق العاده کاربردیلعنت به سیاست اگر انقدر کثیف است که #اصلاحطلب و #اصولگرا |هرکدام به دلیلی| درخصوصِ #آتشسوزی_مدرسه در #زاهدان و مرگِ کودکانِ معصوم سکوت کردهاند.	HATE
امشب ما ۱۰۰امین شام #۵شنبه_آیداونسا رو کنار هم جشن گرفتیم. ۲سال و نیم پیش من و آیدا قرار گذاشتیم هر پنجشنبه شام بریم یه رستوران تازه و این بهونهای باشه که هفتگی حتما با هم وقت بگذرونیم. ولی اون روز هیچوقت فکرشو نمیکردیم به ۱۰۰امین پنجشنبه برسیم! عجب تجربهای!	HAPPY
 در اینکه با این افراد مشکل دارم و ازشون متنفرم شکی نیست ولی این که رهبر و پسرش پشت این داستانه دروغ نیست	HATE
مردم در این ایام از فرط غم دست به خودکشی دسته جمعی زدن …	SAD
تا سه سوت رو دارم غم ندارم	HAPPY
من به اونایی که ازشون متنفرم بیشتر از اونایی که دوستشون دارم فکر میکنم	HATE
بسیار زیبا و غم انگیز	SAD
خلاصه ي بازي ديشب بارسا رو ديدم و لعنت به من اگه يه بازيم از دست بدم و نبينم	ANGRY
دستاوردهای 40 ساله جمهوری اسلامی توسط چیزی به نام «نظام» کسب شده اما کاستیها محصول عملکرد دولتهایی بوده که از قضا رؤساشون هم آدمهای ناشایستی بودن! خب این یه مقدار عجیبه علیرضا ملوندی	SURPRISE
آفرین این حرکتت بی نظیر بود، عجب فی بالبداهه ای:-)	HAPPY
ی پیج پر از خنده و صمیمیت ?? آقای اینستاگرام """,Positive
183,"جمله معروف معلم ها این بود که صورت مسئله رو درست بخونید و بفهمید , نصف پاسخ در سوال است. حالا وضعیت امروز جامعه شده است. مبهوت تیتر ها هستند . #فیک_نیوز",Neutral
184,سری بازیهای TheWitcher از کتاب اقتباس شدن. بهطوری که بازی باعث معروف شدن نویسنده و کتاب شده. نویسنده کتاب چون موقع قرارداد فکر میکرد این بازی موفق نمیشه با رقم پایینی قرارداد بست و حالا بعد از موفقیت بازی، نویسنده مبلغ بیشتری طلب کرده! #کتاب_بازی …,Neutral
185," گریه بودخودت گویی خودت خندی.عجب فروشنده هنرمندی""",Positive
187,حالا هی شب شد روز شد بهار شد پاییز شد یه روز خوب نیومد یه روز خوب اومد یه روز خوب رفت فلان. مگه میشه فرار کرد؟,Neutral
189,خشم و عصبانیت یک هموطن از نظام و مقامهای حکومت آخوندی اختلاس کننده ارزاق خودشون هستن من بچه #مهرانم و خادم الحسین هم هستم اما پشیمونم از این کارها... من غروبها خجالت می کشم پیش زن بچهم برم.. #اعتراضات_سراسری #,Negative
192,من فلیپس دارم وهم قبلا پاناسونیک و براون داشتم ولی این تکنولوژی براون فوق العاده هست من حتی موی صورتم که چند روز نزده بودم وفکر کردم نمیتونه بزنه رو به راحتی زد حتی بهتراز ماشینهای دیگه که داشتم.اگه کمی صداش کمتر بود دیگه خیلی شگفت انگیز میشد.,Positive
196,تعرض به حریم مردم در #پیامرسانهای_داخلی حرام است رهبر معظم انقلاب اسلامی فرمودند: مسئولان باید #امنیت و #حریم_داخلی_مردم و کشور را حفظ کنند. تعرض به امنیت و حریم داخلی مردم «حرام شرعی» است و نباید انجام شود. …,Neutral
197,من يك كتابخونه خيلى بزرگ دارم خانوم جوان، مى تونم بعد از ظهرها به قسمت رمان هاى عاشقانه راهنماييت كنم و صبح كتاب هاى موفقيت رو بهت بدم، شب ها اما قسمت كتاب هاى ممنوعه قفله كه البته براى خانومى به زيبايى شما هيچ در قفلى وجود نداره.,Neutral
198,ابوالفضل باغگلی،عرفان زیدآبادی و امیرمحمد مختاری اعضای تیم کیک بوکسینگ پرشین کرمان امروز برای مسابقات کشوری و انتخابی تیم ملی راهی اصفهان شدند برای موفقیت بچه هامون دعا کنید #پرشین #جمعیت_امام_علی #کرمان,Positive
199,شب فقط اونجاش که با آهنگ غمگین حس میگیری یهو یه شاد پخش میشه توو تخت بندری میزنی,Positive
200,امروز تو آفیس بوی وحشتناک گندی میومد. بوی زباله چند روز مونده. برگشتنی کل محدوده ظفر تا ونک این بو میومد. الان توییترو دیدم انگار تو مناطق مرکزی هم این بو بوده. جالب اینه هفته قبل هم این بود رو حس میکردم بقیه میگفتن بوی آلودگی هواست!,Positive
202,باسلام خدمت مقام عزيز رهبري وتمامي مسئولان دلسوزنظام جمهوري اسلامي به نظربنده جهت حل تمامي مشكلات اقتصادي كه دركشوراست؟٢راه وجوددارد١-اعلام همبستگي تمام مسئولين وأحزاب وگروه هاكه يك دل ويك صداهمانندگذشته زماني كه درجنگ تحميلي بوديم٢-كوپنهاي اجناس كه به ملت ارئه ميشدرابكاربگيريد.٪,Neutral
203,لعنت به اینا که به صغیر و کبیر رحم نکردن #IranHatesMEK,Negative
204,پینترست شما هم مشکل داره و عکس سیو نمیکنه؟ یا فقط پینترست من دوست داره رو اعصابم پاتیناژ بره؟؟؟!!,Negative
206,تو تنها کسی هستی که میتونم راحت به شونه هات تکیه بدم؛ چون میدونم اگه اون موقع خوابم ببره سرمو زمین نمیذاری...,Positive
207,دوستت دارم های من ،اسبهایی رام نشدنی اند که هر جانب جهان بایستی بسویت میتازند ..... من آهنگ گامهایشان را ،آنگاه که از سینه ام تا دوردستهای تو پای می کوبند می شنوم ودر پس این موسیقی پر التهاب تو را زندگی میکنم...,Neutral
208,ویژگیهای بارز سه نامزد مطرح انتخابات ریاست جمهوری پیشرو: اول . اشرفغنی، شخصیت بروکرات، متفکر و سختمزاج است. مهارتش در اقتصاد و مدیریت، عالی است. او، آدم تجددگرا و تحولپسند است. کمتر سیاست میفهمد اما...  …,Neutral
210,هزاران شمع می توانند با یک شمع روشن شوند، و عمر آن شمع، کوتاه نخواهد شد… سهیم کردن شادی خود با دیگران، هرگز آن را کم نمی کند…,Positive
212,شنیده ها عده ای از فرقه بهاریه میخواهند فردا در راهپیمایی ۲۲ بهمن شعارهایی هنجار شکنانه به جهت تفرقه علیه مسئولان اعم از دولتی و غیر دولتی بدهند و حواشی ای ایجاد کنند... مراقب باشیم هر گونه شعار تفرقه انگیز با اتمام حجت رهبری در خصوص حفظ وحدت قطعا از حنجره #دشمن است,Neutral
213,بخوایم نخوایم هنوزم هستن کسانی که در جواب میرم فلان کار رو انجام بدم میگن: از کنار برو.,Neutral
214,تذکر شفاهی به مسئولان اجرایی کشور,Neutral
215,دچار یه مریضی شدم که از محبت زیادی بدم میاد، حس بدی نسبت به طرف مقابلم پیدا میکنم، چرا اخههه؟,Negative
216,"در آستانه شروع #تحریم ها به منظور قطع درآمد رژیم و سپاه برای تامین خشونت در دنیا، آیا از اقدامات ۱٢گانه ای که آمریکا برای یک توافق جدید با ایران پیش رو گذاشته مطلعید؟اغلب موارد مطالبات معترضانی هستندکه در #ایران میگفتند ""سوریه را رها کن، فکری به حال ما کن""",Neutral
